lat,lon
35.562479,139.716073
35.151950,137.301478
35.786745,137.046078
35.855671,129.224881
34.733969,136.515449
35.786745,137.046078
35.682839,139.759455
35.434294,139.374753
34.999165,137.254574
34.999165,137.254574
35.099332,137.099531
35.975417,139.416011
35.434294,139.374753
35.099332,137.099531
35.185105,136.899844
35.099332,137.099531
35.099332,137.099531
34.950974,137.260842
34.950974,137.260842
35.855671,129.224881
35.273804,137.007459
34.822498,137.069626
35.059360,137.013714
35.168614,136.872927
35.306607,136.934098
35.682839,139.759455
34.999165,137.254574
34.999165,137.254574
35.434294,139.374753
35.975417,139.416011
34.999165,137.254574
35.682839,139.759455
35.786745,137.046078
35.099332,137.099531
34.950974,137.260842
34.950974,137.260842
35.855671,129.224881
35.273804,137.007459
34.999165,137.254574
34.999165,137.254574
35.975417,139.416011
35.185105,136.899844
35.682839,139.759455
35.099332,137.099531
35.151950,137.301478
35.099332,137.099531
34.950974,137.260842
34.950974,137.260842
35.151950,137.301478
35.855671,129.224881
35.185105,136.899844
35.185105,136.899844
34.999165,137.254574
35.174523,136.960717
35.174523,136.960717
35.549399,140.264730
35.975417,139.416011
35.174523,136.960717
35.682839,139.759455
34.822498,137.069626
35.682839,139.759455
35.682839,139.759455
35.682839,139.759455
35.099332,137.099531
35.099332,137.099531
35.066610,136.684300
35.151950,137.301478
35.099332,137.099531
34.950974,137.260842
34.950974,137.260842
35.151950,137.301478
35.240984,137.116187
35.855671,129.224881
35.273804,137.007459
35.273804,137.007459
35.786745,137.046078
35.682839,139.759455
35.434294,139.374753
35.185105,136.899844
35.185105,136.899844
35.975417,139.416011
35.185105,136.899844
35.975417,139.416011
35.240984,137.116187
35.240984,137.116187
35.240984,137.116187
35.975417,139.416011
35.099332,137.099531
35.066610,136.684300
35.151950,137.301478
35.099332,137.099531
34.950974,137.260842
34.950974,137.260842
35.151950,137.301478
35.240984,137.116187
35.139303,137.053708
35.174523,136.960717
35.174523,136.960717
35.111779,136.971340
35.786745,137.046078
35.099332,137.099531
35.066610,136.684300
35.099332,137.099531
35.099332,137.099531
34.950974,137.260842
34.950974,137.260842
35.151950,137.301478
35.304878,136.806915
35.306607,136.934098
35.151950,137.301478
33.548617,133.432447
35.444991,139.636768
35.066610,136.684300
35.099332,137.099531
34.950974,137.260842
34.950974,137.260842
35.151950,137.301478
35.273804,137.007459
35.185105,136.899844
